Fly_Genesymbol	gut_control_1	gut_control_2	gut_control_3	gut_CG6295 RNAi-1_1	gut_CG6295 RNAi-1_2	gut_CG6295 RNAi-1_3		Rat_Genesymbol	IEC-6 cells_control_1	IEC-6 cells_control_2	IEC-6 cells_control_3	IEC-6 cells_ Liph_sh1_1	IEC-6 cells_ Liph_sh1_2	IEC-6 cells_ Liph_sh1_3	IEC-6 cells_ Liph_sh2_1	IEC-6 cells_ Liph_sh2_2	IEC-6 cells_ Liph_sh2_3
								RGD1564062	0.101574012	0.048022173	0.049683791	0	0.053091177	0.048541778	0	0.09407671	0.096144714
								RGD1564125	0.020239714	0.038275738	0.099000295	0.08441074	0.126947856	0	0.093479087	0.018745796	0.019157868
								RGD1564131	2.489484841	2.851542461	2.475007379	2.110268512	2.263903424	1.799079648	1.364794668	1.649630049	1.091998479
								RGD1564138	0	0.040856742	0	0	0.045169395	0.082597631	0	0	0
								RGD1564148	0.040588537	0.051171876	0	0.028212754	0.070716685	0.05172556	0.012497474	0.05012353	0.076838026
								RGD1564149	0.013128463	0	0	0	0.013724092	0	0.060635083	0.036478306	0.074560351
								RGD1564162	0	0.010519819	0	0	0	0	0	0	0
								RGD1564171	2.178251501	1.164160174	0.880168662	1.974892796	0.99003359	3.12293071	2.055834408	1.929755907	1.43430982
								RGD1564243	0	0	0	0	0	0	0	0	0.042389454
								RGD1564268	0	0	0	0	0	0	0	0	0
								RGD1564278	0	0.036540396	0.037804732	0.013430623	0.053863248	0.086183456	0.047595169	0.011930601	0.024385721
								RGD1564308	0.042003758	0.059575625	0.184911012	0.087589388	0.175637758	0.140513892	0.038799688	0.136161933	0.218672235
								RGD1564380	0	0	0.05347094	0.02849437	0.085707082	0	0	0	0.025868337
								RGD1564382	0.212989354	0.151045698	0.166690172	0.144345948	0.06679576	0.274824048	0.137719684	0.069043922	0.100802361
								RGD1564400	1.139328011	1.090282819	1.530867646	0.772854583	1.090571185	0.826559838	1.331373977	0.928096329	1.169380898
								RGD1564425	0.243662578	0.276477173	0.3337175	0.35567244	0.152830428	0.139734342	0.315106203	0.135406527	0.415149141
								RGD1564447	0.027230285	0	0	0.028391316	0	0.026026469	0.025153143	0	0.025774781
								RGD1564463	0.039036545	0.07382281	0	0	0.040807606	0	0.937529206	0.867725039	0.738999551
								RGD1564492	6.434740366	4.488517335	3.921451972	7.753961749	3.749297085	3.276782547	6.967024174	9.818988859	5.891094754
								RGD1564548	0	0	0	0	0	0.006110226	0.005905196	0.011841963	0
								RGD1564597	4.561855573	3.514711221	2.603277327	2.334140475	5.387004652	2.583811445	2.145954689	3.560071174	1.679228783
								RGD1564606	39.76880521	25.98352813	34.67389112	28.43119308	53.20693657	32.56617731	31.86317349	37.22422642	23.26483183
								RGD1564613	0.675055815	0.739854606	0.600356349	0.94378346	0.641529662	0.454581511	0.694421516	0.554180354	0.871326775
								RGD1564614	0	0.010488821	0.010851745	0.011565671	0.034787921	0.010602311	0.010246547	0.041095756	0
								RGD1564645	10.9955754	8.564291058	9.480503514	8.666308646	10.67618896	9.333838968	8.435330669	10.5291981	6.350548737
								RGD1564664	0.216200249	0.470189823	0.528759653	0.766422861	0.361614566	0.413284628	0.199708372	0.380460262	0.225108388
								RGD1564698	0.309418096	0.195048965	0.48207267	0.489890644	0.610972784	0.350505624	0.243472471	0.297193624	0.141015905
								RGD1564744	0.10813894	0.02556297	0.079342427	0	0.197828974	0	0.07491753	0.025039268	0.025589684
								RGD1564786	0.014648198	0.04155226	0	0	0	0	0.013530825	0.027133993	0.013865227
								RGD1564801	0.277689557	0.202896702	0.234613273	0.276369113	0.369457631	0.325734454	0.291485501	0.140287064	0.215056303
								RGD1564804	8.166875919	7.073683242	5.263405302	8.269248624	5.26585126	7.519000495	9.286325594	11.93177255	10.10422777
								RGD1564827	0	0	0	0	0	0	0	0	0.023637569
								RGD1564839	0	0	0.045891726	0	0	0.179347504	0.216661809	0	0.133209849
								RGD1564845	0.070988084	0.016780877	0	0.01850371	0	0	0	0.032874183	0
								RGD1564854	0	0	0	0	0	0	0	0	0
								RGD1564899	0.00422394	0.00399399	0.020660931	0.004404039	0.013246733	0.044409259	0	0.011736498	0.011994491
								RGD1564937	0	0	0	0	0.060836847	0	0	0.040425717	0.013771453
								RGD1564941	0.021492187	0.014515827	0.012014472	0.019207337	0.012838442	0.052822402	0.039705502	0.0255932	0.052311585
								RGD1564956	4.906997094	6.872794584	4.830407885	4.988313738	4.873142935	4.807316698	7.167313839	5.283336529	7.460565448
								RGD1564958	0.238312124	0	0.058283853	0.279532304	0.591669926	0.113888326	0.027516693	0	0.056393487
								RGD1564963	19.36894294	15.65156274	15.12482678	14.74159481	18.68556145	18.292932	6.052307046	10.22060866	5.821067023
								RGD1565010	0.026511175	0.150407476	0.051870577	0	0.110855874	0	0.024488888	0.147326115	0.025094109
								RGD1565032	0.08483576	0.080217321	0	0.35381178	0	0.08108528	0	0.39286964	0
								RGD1565033	3.234450495	2.871120763	3.357916423	3.423977148	3.967729139	4.6056439	5.015109471	5.273064023	4.279941206
								RGD1565048	0.181973986	0.043016841	0.044505269	0.142299677	0.380460038	0.086964575	0	0.042135566	0.086123588
								RGD1565054	0.038491302	0.025997032	0.021517245	0.011466422	0.017244697	0.005255664	0.045713782	0.025464437	0.036433879
								RGD1565057	0.022201765	0.020993106	0	0.023148393	0.023209044	0.021220254	0.010254101	0	0.042030089
								RGD1565058	0	0.097691763	0	0.269303563	0.108003664	0.049374399	0	0.047845188	0.048896926
								RGD1565059	1.195750326	0.852781376	0.743501544	0.876940115	0.455508725	1.123516766	0.973490959	0.95732232	1.045509063
								RGD1565071	0	0	0	0.003619688	0	0.006636374	0	0	0
								RGD1565131	3.138063699	3.13207426	2.089235752	2.181241942	3.736051505	2.874361696	1.650643164	3.390845927	1.980219346
								RGD1565166	0	0	0	0.061610455	0	0.037652419	0.018194491	0	0
								RGD1565170	0	0	0	0	0	0	0	0	0.040550367
								RGD1565183	0.51335275	0.377537958	0.279000832	0.059471204	0.119254046	0.381622956	0.368817488	0.264145307	0.107980711
								RGD1565212	0	0	0	0	0	0.026628376	0	0	0
								RGD1565222	2.752867	2.841999714	2.456551167	2.452023436	1.912764404	2.99879432	1.918577672	2.025489929	2.101220707
								RGD1565297	10.07594213	6.339931052	11.56031196	8.999243961	11.84971569	9.559685217	5.885526094	6.55314292	3.997278566
								RGD1565301	0	0	0	0	0.044656834	0.040830176	0	0	0
								RGD1565317	0	0	0	0	0.045364652	0.041477341	0	0	0.041076236
								RGD1565355	0	0	0	0.160754926	0.590979095	0.196486515	0.348137814	0.285601479	0.340526201
								RGD1565367	2.277955797	2.162293039	1.02786164	1.390067462	1.116813617	1.873447936	4.608017467	4.375008294	4.304033259
								RGD1565372	0.0864801	0.327088573	0.190353475	0.157792942	0.067802731	0.165313851	0.299562558	0.160193795	0.266037186
								RGD1565395	0.187060215	0.0589589	0.121997879	0.130023998	0	0.119193683	0	0.231004095	0
								RGD1565410	0	0.070183977	0.127071728	0.019347379	0.058194211	0.088679219	0.051422137	0.051559602	0.03512866
								RGD1565415	0.740255108	0.184198893	0.304915786	0.324975891	0.448012613	0.372383886	0.179944219	0.360850511	0.221269658
								RGD1565459	0	0	0	0	0	0	0.053191924	0	0
								RGD1565472	0.156694561	0.35559395	0.183948936	0.457451755	0.42588958	0.239627674	0.463173798	0.638566471	0.533948323
								RGD1565498	3.768305555	4.378935964	5.131924949	3.215557256	3.597176376	2.625459665	3.636579641	2.966637953	3.857866003
								RGD1565566	1.792660397	1.452915759	1.954144602	2.509927528	1.927534786	2.154000123	1.939786439	1.233396864	1.115066116
								RGD1565590	0.423185405	0.400147291	0.390993203	0.245127209	1.007654797	0.337064103	0.108584607	0.217749762	0.155775452
								RGD1565611	0.559659831	0.165372525	0.51328376	0.437641748	0.182828503	1.203565479	0.161552708	0.485953736	0.264872545
								RGD1565616	3.954308048	5.493572909	5.370834856	8.020421509	7.000945472	6.276197105	8.907026251	7.379098844	11.66366074
								RGD1565617	0	0	0	0	0	0	0	0	0
								RGD1565622	0.045186339	0.035605337	0.007367464	0	0.125963764	0.028792472	0.027826333	0.041851079	0.021385527
								RGD1565653	0.255845707	0.20735788	0.178777232	0.228646569	0.038207607	0.209601512	0.168806895	0.236961421	0.345957617
								RGD1565664	0	0	0	0.050810349	0.025471738	0	0	0	0
								RGD1565685	4.966814277	4.533540382	4.500823334	5.335740504	4.71945898	5.426394669	3.261947834	3.197543158	2.975697225
								RGD1565693	0	0	0	0	0	0	0	0	0
								RGD1565766	0.940352492	0.889159922	1.118828652	2.411369102	1.195559551	1.55464773	1.361623479	0.941560995	1.082540797
								RGD1565779	0.050758474	0.047995195	0.016551959	0.105845378	0.017687117	0.113200517	0.093773178	0.047011929	0.016015117
								RGD1565784	10.45718565	8.771147976	9.339416082	16.36740809	10.41719167	14.43967195	6.18208361	6.722757042	4.541541662
								RGD1565798	3.523858151	2.479642895	2.765866206	4.699438775	2.998387445	2.858945618	3.179357285	4.55408073	4.227555014
								RGD1565866	0.012339115	0.005833688	0.00603554	0	0.009674199	0	0.01139788	0.005714175	0.014599461
								RGD1565894	0.223086627	0.070313948	0.072746884	0.077532828	0.155471942	0	0.137379636	0.206620329	0.070387426
								RGD1565965	1.003889822	0.711928722	2.062374149	0.785019886	0.157415341	0.671656402	0.463656271	0.557874889	0.380092102
								RGD1565987	0.076988994	0.132359511	0.089010537	0.080271613	0.058532314	0.080274992	0.045255783	0.136130289	0.337869461
								RGD1565989	0.002446324	0	0.004786368	0.022955662	0.005114624	0.011690876	0.004519434	0.004531516	0.002315564
								RGD1566006	0	0	0	0	0	0	0	0	0.005493719
								RGD1566007	0	0	0	0	0.013701197	0	0.002017798	0	0
								RGD1566033	0	0	0.084662321	0	0.090468587	0	0	0.080154438	0
								RGD1566035	0	0	0	0	0	0.029953459	0.028948362	0	0
								RGD1566085	1.922922542	2.553271914	2.014567093	2.407789296	1.682265077	2.072539755	2.317931425	2.210447675	2.676422123
								RGD1566093	23.12303061	20.0465279	24.75207186	13.57201554	19.11950462	18.51356856	9.199842357	9.427916064	8.716701858
								RGD1566099	7.870938082	5.914786078	5.349447587	3.930498468	2.381800205	4.434595227	3.788333216	5.640138153	3.489841516
								RGD1566136	0.247670186	0.093674832	0.242290196	0.10329209	0.466032259	0.568130415	0.274533318	0.5964123	0.093772723
								RGD1566137	6.315483759	4.265478789	3.9507473	4.076280151	7.185864347	4.475884318	3.651045099	4.138301605	2.805958101
								RGD1566189	2.181890063	1.094072679	1.099587911	2.102577961	2.730145319	1.801054489	2.351363305	2.449505552	1.65846993
								RGD1566197	0	0.024443905	0	0	0	0	0	0	0
								RGD1566212	0.244851176	0.173641152	0	0	0.063989976	0.058506655	0.339260686	0.283473013	0
								RGD1566265	10.72615776	14.48226642	10.32507724	8.445201711	9.673281744	10.32234778	12.44730037	8.934182214	13.14988569
								RGD1566325	1.147831608	1.063461991	0.946313195	2.219819565	1.161201223	1.60139378	1.654541049	1.783279192	1.353716685
								RGD1566355	1.812122897	1.657597285	1.156147332	2.443881399	1.956109533	2.598016915	1.510142726	1.806069786	1.435599667
								RGD1566359	17.63820162	20.81323455	17.39002088	21.52601484	18.63313059	19.14622922	21.95092789	18.83434693	24.70685722
								RGD1566369	5.996288009	4.220415775	4.85160728	3.666559948	7.823636701	4.826273548	3.914702645	5.303152018	4.011451079
								RGD1566386	0.58450164	0.833706003	0.620262902	0.309876271	0.600663801	0.861664463	0.631426632	0.715694759	0.825199959
								RGD1566409	0.066777593	0	0.065327024	0	0	0	0.185051283	0.061848657	0
								RGD1597339	59.27119461	49.08441474	57.56010005	51.91665063	60.04917475	61.80097246	35.72967812	41.75149931	33.74379965
								RGD1624210	0.018044754	0.025593603	0.008826389	0.047035344	0.037726864	0.008623509	0.008334145	0	0.025620348
								RGD2320734	0	0.006791593	0	0.007488861	0.015016965	0.006865079	0	0.026609821	0
								RGD621098	5.800297201	6.762534849	4.725619403	7.362029926	6.285209021	6.916807729	7.580486101	6.758717718	7.928465767
								RGD735065	18.10297215	16.89082319	15.68011042	17.77374047	14.70410396	17.88252061	32.55164517	35.16373806	29.89645104
								RSA-14-44	0.043869912	0.082963289	0	0	0.04586026	0.02096524	0.020261745	0	0.041524993
								RT1-A1	1.964494179	1.983483006	1.433222184	1.440721958	1.200846713	1.448015461	3.167933392	2.775496962	2.726199572
								RT1-A2	10.42349685	7.054200133	6.143897117	5.755217625	4.783452674	7.644326238	11.95373285	15.39802699	11.91407547
								RT1-A3	0.415029345	0.341248039	0.247138903	0.1505131	0.226361185	0.327693357	0.600058445	0.417821217	0.273283716
								RT1-CE1	0.936963834	0.95827866	0.654721952	0.618047403	0.299838744	0.255869106	1.11277505	1.593928255	1.194575178
								RT1-CE10	0.973250456	0.818015048	0.528949512	0.394624	0.42391923	0.284235205	0.774147813	1.477316808	1.714508809
								RT1-CE11	0.109614903	0.544149341	0.107233805	1.257174704	0.114588055	0.157153454	0.480953729	0.329953301	0.70035169
								RT1-CE12	2.927635485	1.922399789	1.909360148	1.356650028	1.33186697	2.331840408	2.979753171	4.268169721	3.130371499
								RT1-CE13	0.055108316	0.052108232	0	0.028728999	0.115217084	0.079008072	0	0.204162814	0.078244028
								RT1-CE14	1.025064871	1.214988614	0.6355762	0.496752756	0.407498965	0.81415685	1.693701238	1.644741405	1.762891222
								RT1-CE15	1.402030548	0.637357853	0.527528878	0.730904818	0.366409925	0.618483961	1.444515508	1.398433026	1.888550732
								RT1-CE16	1.060064162	0.616833549	0.132953465	0.566801362	0.3978005	0.54556928	1.431141197	1.535666437	1.183499777
								RT1-CE2	0.402120308	0.200120512	0.165635912	0.220666166	0.088497732	0.182057252	0.273697307	0.313633107	0.340560387
								RT1-CE3	0.301016438	0.185008963	0.265029876	0.360928683	0.267472343	0.201396223	0.194638315	0.627295603	0.398897259
								RT1-CE4	1.489847782	1.125706133	0.858518394	0.645464736	0.4195846	0.624211958	1.137408426	1.266465471	1.46172759
								RT1-CE5	5.20044317	4.114156697	3.6709776	3.303380124	2.218014561	3.442722926	7.38605598	7.764306595	6.55424796
								RT1-DMa	3.626182905	2.800601957	3.141221131	1.731661514	1.823008543	2.143021346	5.292840885	5.665916846	5.65945961
								RT1-DMb	0.023292107	0.066072271	0.022786147	0.024285225	0.048697708	0.111311966	0.021515372	0.021572888	0
								RT1-DOa	0	0	0	0	0	0.024435717	0	0	0
								RT1-DOb	0.025985069	0.024570448	0	0.027093007	0	0	0	0.024067079	0.024596124
								RT1-Da	0	0	0	0	0	0	0	0	0
								RT1-Db1	0	0	0	0	0	0.022629933	0.021870579	0.065787133	0.112055455
								RT1-M1-2	0	0	0	0	0	0	0	0	0
								RT1-M1-4	0	0	0	0	0	0	0	0	0
								RT1-M2	0	0	0	0	0	0	0	0	0
								RT1-M3-1	5.709433807	4.968445157	2.670316119	3.012009836	2.758335278	4.47867562	8.089471189	7.963621911	8.418580738
								RT1-M4	0	0	0	0.030605064	0	0	0	0	0
								RT1-M5	0	0.024318658	0	0	0	0	0.047513879	0	0
								RT1-M6-1	0.224961305	0.212714464	0.247583931	0.205233957	0.058791911	0.161262041	0.311701695	0.208356635	0.159702564
								RT1-M6-2	0	0	0	0	0.042659984	0	0	0	0
								RT1-N2	8.763552031	6.699911178	3.920664635	2.473731934	3.016475659	3.268732363	6.140401712	6.344886517	7.283525025
								RT1-N3	22.20950168	19.05253742	16.32582813	4.722413503	8.396451622	9.659176592	6.52877577	7.593368486	8.147644499
								RT1-O1	0	0	0	0	0	0	0	0	0
								RT1-S2	0	0	0	0	0	0	0	0.105061184	0.053685325
								RT1-S3	26.67876472	25.04409287	12.49955476	4.07585005	2.597465084	7.431760027	19.60810943	21.37660716	29.24695185
								RT1-T24-1	34.155005	31.81158367	29.35120366	9.132620396	18.19418104	25.03421879	12.08395946	10.77293814	12.89405927
								RT1-T24-3	4.334228261	3.302037821	1.926207059	0.129115113	0.634321686	0.816687472	0.697772184	0.665229103	1.383147658
								RT1-T24-4	16.15085137	13.08502608	11.68524306	3.208424686	6.338489541	7.901157537	3.077960008	4.6714433	5.256715138
								Rab10	71.88719276	75.30948457	78.36870622	35.27843124	45.08458425	41.31620364	89.94150114	79.12256356	91.78827323
								Rab11a	48.29056213	43.08081495	46.48612693	61.8437417	43.11872024	57.21423236	54.97462945	57.25493173	51.87198583
								Rab11b	138.1848341	123.2307963	120.7648987	109.8193822	103.9819263	115.2748936	148.6840368	170.3629891	148.5160674
								Rab11fip1	5.501802298	6.049987161	5.54969046	5.367922543	5.572534176	5.361684012	9.865295109	8.386039284	11.45065016
								Rab11fip2	0.824975403	1.617910385	1.384946165	2.230019291	1.554456528	1.343377702	1.166588656	0.698051096	1.503915318
								Rab11fip3	5.539644789	6.519899435	5.399260119	7.412126323	5.344102375	6.18466424	6.412574478	5.776169135	6.684684162
								Rab11fip4	0.156721742	0.160539001	0.10221158	0.022694995	0.077365157	0.095701259	0.04825564	0.032256426	0.020603431
								Rab11fip5	18.89208623	19.84845054	15.52786913	31.39540476	19.36006012	19.76177034	15.80809191	14.67713765	16.96711569
								Rab12	24.6812973	23.36660817	23.33632743	27.36195394	30.53873618	26.4584525	17.07065945	16.16617626	16.63748348
								Rab13	39.55053196	33.33615305	23.81009204	26.49608716	24.6412469	35.82276081	31.78682549	34.87902004	29.54748239
								Rab14	53.79547246	52.96825076	54.09905528	69.88807088	62.79944902	66.99101081	55.0680042	46.86185992	50.81625135
								Rab15	0	0.005712567	0.011820457	0.1007849	0.025262241	0.040420646	0.005580617	0.005595536	0
								Rab17	0.654153078	0.727695457	0.514464226	1.89902596	0.737465396	1.373062491	3.898030147	3.789652677	3.108078519
								Rab18	43.55363919	42.34059477	38.22023767	47.10119318	39.16450405	36.10524105	61.34283995	55.19638439	57.03014231
								Rab19	1.993016559	1.528552844	0.64990782	1.431506851	0.67133013	1.164110361	2.168274913	1.558768073	1.593033075
								Rab1a	160.1687868	155.1389658	158.7450591	171.5255411	169.5901885	161.8478351	194.1441254	184.1913838	183.9216435
								Rab1b	31.67194086	30.7749285	31.52280168	35.15064838	27.45242254	31.24727471	39.25240661	39.88250285	41.18857127
								Rab20	8.211791576	7.57207003	8.272620065	9.135549421	6.198628442	8.218799585	9.712312681	10.0402382	9.315856835
								Rab21	31.3966057	34.23492398	36.3870262	44.5434336	39.12577049	46.98690956	34.23234257	29.00733891	35.66575763
								Rab22a	12.61066403	12.10111684	11.86067561	14.09805082	12.31757107	13.24973339	11.67560895	10.96334716	10.80672028
								Rab23	6.482136239	7.405192877	7.617417203	6.299960455	6.426182185	4.772069217	7.894313538	7.137762027	8.477328001
								Rab24	32.06044489	25.57970168	26.3081896	40.89017783	27.01280716	28.28257027	34.30422705	35.05250349	27.46793153
								Rab25	0.167005701	0.131594958	0.381215185	0.203147475	0.232776844	0.106415062	0.231399618	0.051559602	0.10538598
								Rab26	0.019037102	0	0.01862357	0	0	0	0	0.01763195	0
								Rab27a	36.81417324	41.27785049	43.97354183	88.40989547	62.0134952	107.8372145	21.29810066	19.20936322	18.89375069
								Rab27b	5.111946144	9.147351285	8.607130853	4.156690252	7.158871799	5.426133716	5.752002899	3.918799942	7.513485892
								Rab28	35.62754038	33.65879307	31.42564695	32.92979369	35.45274258	33.99347625	34.60667665	34.34176024	30.37717121
								Rab29	9.396246381	8.385791142	6.095002539	11.65892068	7.828337031	12.37534033	10.72283235	12.14242515	9.835267335
								Rab2a	325.675055	301.1714743	349.8612798	528.4080649	372.1801204	379.0736837	476.9346898	486.8091367	441.4332572
								Rab2b	4.417503569	3.924558717	3.5949554	4.980396957	3.638517066	3.980942201	6.161157795	6.07871414	6.193957372
								Rab30	5.050993174	4.89905389	7.845862828	10.38470926	12.84796066	9.745839164	10.32573077	10.24377497	9.651592462
								Rab31	8.021238683	8.158223642	6.48328773	10.72446051	8.138249668	8.188952421	11.57607752	11.25100596	10.34104186
								Rab32	24.07588834	27.45863315	34.40375574	26.25586087	18.85332115	16.36127727	37.89028625	31.57426271	38.60626161
								Rab33a	0	0	0	0	0.0358373	0.016383195	0.015833453	0.015875779	0.016224762
								Rab33b	6.039492106	6.618646042	5.091848316	6.081798881	5.394149046	6.98188717	7.874972418	6.649283545	7.772294551
								Rab34	40.18902404	35.5083764	28.34117527	28.5774128	29.28135027	32.01711298	29.50018537	33.30794416	25.9301653
								Rab35	47.09968476	48.28437592	45.35728143	41.3666774	40.63109229	41.33835477	35.8895256	40.05803418	36.91296565
								Rab36	0.044672477	0.049280604	0.050985764	0	0.03891603	0.007116261	0.034387362	0.158604728	0.140948864
								Rab37	0.56065073	0.472506315	0.476932219	1.143695504	0.802684458	1.712438419	0.551659019	0.654729737	0.576829374
								Rab39a	1.841999674	1.698178602	1.486639295	0.960268974	2.551380142	2.156694869	4.50895089	3.710635732	4.315265839
								Rab3a	2.773618725	2.808478786	2.5638133	4.007643219	2.830964796	7.765135654	5.729298661	5.461429302	4.38249777
								Rab3b	0.797247052	0.714853121	1.021975845	0.859903116	1.652465924	0.302173122	0.838009508	0.967560283	0.910763823
								Rab3c	0	0	0.019357745	0.288837803	0.165482619	0.245866338	0.109669026	0.238251431	0.168569099
								Rab3d	36.48576096	33.03203977	30.81535718	10.67787253	16.58483055	22.66106039	51.10391029	52.52135917	52.32326547
								Rab3gap2	12.38168764	14.48746665	15.3766764	19.41075278	15.27339766	13.2065924	20.23457015	17.16684251	21.38827011
								Rab3il1	0.019455229	0.018396091	0.009516307	0.035498315	0.015253425	0.023243923	0	0	0.013811486
								Rab3ip	8.59033237	8.418915487	7.741318115	7.692141168	7.902461406	9.495276748	8.243123901	8.517888412	7.825050493
								Rab40b	0.064732283	0.076510341	0.158315357	0.118111536	0.152255569	0.262949847	0.523201595	0.28478299	0.336997296
								Rab40c	7.297319047	6.13851021	5.694330106	9.47876524	6.709924578	7.756161855	9.41214715	9.48251686	9.39064665
								Rab42	1.605887404	1.311761464	1.233772523	1.455201576	1.098655366	2.16170821	1.80957975	1.907863594	1.838385168
								Rab43	5.233598344	6.934082034	4.782672324	8.528207714	5.274478642	8.327061682	3.705390384	4.179707808	6.82267301
								Rab44	0	0.01179178	0	0.0130024	0.045627635	0.023838737	0.005759705	0	0
								Rab4a	18.58581581	16.20355817	14.32464908	15.75595469	15.59670752	16.13442131	26.32307575	28.62415392	25.05702712
								Rab4b	33.02339978	29.62234252	26.96120425	25.05890111	23.23951234	28.34796458	35.72515073	37.26644145	31.05444186
								Rab5a	11.35859265	16.47816651	15.30628674	22.40596369	16.62710833	17.2017627	17.0237974	12.48973633	18.23002017
								Rab5al1	1.983050951	2.252810924	1.772494532	3.569962534	2.117762046	3.558956235	3.017829067	2.167017571	3.038396127
								Rab5b	79.14803864	82.27717884	66.01934245	52.79425524	59.21135682	70.57692626	34.47080785	34.5392513	34.63629659
								Rab5c	130.2566105	120.9738122	127.1735235	135.142664	117.7387046	135.9976685	136.702302	149.7081982	130.5255524
								Rab5if	113.394365	97.77525966	111.5942177	132.5162728	113.0248308	107.6772054	110.188684	129.8341903	107.1937829
								Rab6a	27.53599737	30.13632622	28.5246454	28.47356484	32.13178849	32.94537442	29.79602654	25.88406301	28.58387672
								Rab6b	0	0.005690877	0.005887787	0.031375695	0.044041063	0.011504906	0.027797139	0.066891474	0.079755537
								Rab7a	122.2754246	117.7435527	125.0346163	166.2756407	148.9787953	146.637269	163.4609846	163.6441469	156.3599995
								Rab7b	4.954646189	5.388704304	4.11887971	1.911151328	3.91360899	3.026117004	6.70086783	5.905942208	6.834928064
								Rab8a	83.63254143	76.56499486	79.70413856	65.25027679	63.16471074	77.93811101	69.72390686	81.26612136	64.85975322
								Rab8b	8.632617055	9.443012032	7.052336145	4.82698312	5.974941971	6.594130121	6.228170572	4.823051517	6.078969561
								Rab9a	18.99902735	18.64875236	15.08509175	18.45938039	20.35852006	20.72466973	18.88622635	19.14829741	17.9294394
								Rab9b	0.172274384	0.214726292	0.191513832	0.106138934	0.106417027	0.224534121	0.122966562	0.065273973	0.155653942
								Rabac1	43.29054706	36.50404112	29.29019259	55.23601913	33.9501624	44.30575565	78.38231272	95.71958629	69.38347936
								Rabep1	8.270503392	8.981945156	9.096058272	11.72653477	10.00592969	11.69451811	10.15693525	9.108267015	10.0696568
								Rabep2	12.68505824	11.07083311	11.14433072	11.21764369	8.543144126	11.38787008	12.58162745	14.09341315	12.35863653
								Rabepk	7.277890985	6.327277514	4.798124566	4.90030955	4.416969391	6.057716888	4.427372919	5.318430265	4.404651988
								Rabgap1	8.993242708	10.04040567	8.589154581	18.54985188	13.45409983	15.2691258	11.37264823	8.476603686	12.41859559
								Rabgap1l	1.320459954	1.671778044	1.385234948	1.817488356	1.291444677	1.621071377	1.946256279	1.572076069	2.089738549
								Rabgef1	5.452745825	5.243485685	6.137766588	8.408742846	6.791098568	7.306985786	7.3869371	6.691753338	7.16033666
								Rabggta	16.10483087	15.9363708	15.02220485	13.13917703	11.84933327	16.98268016	13.94021414	15.50786086	13.62784503
								Rabggtb	59.6187629	52.45564005	68.85715224	45.40417362	60.87202447	48.43236641	54.16682782	57.93802706	51.6270225
								Rabif	20.70522758	22.08885989	17.87149793	10.16320388	13.08866394	12.36867258	17.93045735	18.2741384	18.59630305
								Rabl2	5.498255529	6.602643371	5.069538073	4.098871519	4.0665031	4.453769061	7.529388459	7.384012685	6.58352135
								Rabl3	14.52850237	16.04653213	15.33972468	15.2920753	14.44913888	14.81098513	11.49092033	10.58283829	10.40843748
								Rabl6	33.22749053	34.23811342	30.66085503	26.762519	28.97251042	29.69420196	38.12974181	41.20242694	42.42090274
								Rac1	377.2192059	368.2613115	402.6540005	373.0430359	427.6450093	368.6114302	418.941541	404.7762692	419.6130424
								Rac2	0	0.0389298	0	0	0	0.059026537	0	0	0
								Rac3	2.669302417	1.810685766	0.965052588	1.179798673	0.727932212	2.024397909	0.911231977	1.263011551	0.604192648
								Racgap1	72.22094005	69.61481611	81.18510742	37.5656128	73.92240357	76.41132207	30.95544273	30.29624558	29.18392416
								Rack1	1103.805506	905.3566344	954.4725074	755.1254979	940.1172267	1036.269877	790.6547454	922.9622447	742.6179131
								Rad1	11.91936239	10.85535631	11.61749703	9.726922789	14.70892616	12.31556564	6.143783529	6.241530286	5.900846776
								Rad17	10.71529013	11.3654073	11.10033918	12.76972878	12.66249218	13.15078365	8.874658355	9.512064117	9.681961077
								Rad18	13.41083977	14.31737455	14.75005777	7.392354144	13.49657286	10.31809324	8.005916706	8.157940592	7.160100265
								Rad21	88.64824097	97.4483711	92.78571516	68.94580053	96.74161796	98.93977074	54.53598835	44.94994189	56.57302817
								Rad23a	21.93408235	20.0667992	21.78201417	18.83234235	17.57668702	22.28808	21.50416163	22.90755699	20.09700064
								Rad23b	262.0370673	267.8709199	300.6027745	272.0378333	299.168996	268.7459964	230.6689947	220.2797299	221.6102213
								Rad50	14.34321988	17.63237374	16.55814363	17.97965871	18.1543148	17.21415125	10.18102763	9.366974285	10.9395178
								Rad51	17.31761058	15.49520354	19.53164927	11.01053011	16.2544965	17.2164472	8.819856556	7.498929267	9.192655221
								Rad51ap1	9.25341191	9.428979635	10.12070193	10.44196299	11.62590399	11.65968413	4.791409745	5.36315793	4.433803387
								Rad51ap2	0	0	0	0	0	0.004852541	0.009379426	0	0
								Rad51b	0.486487936	0.40769554	0.361317382	0.546248306	0.578295147	1.856813485	0.183358396	0.194397247	0.20175067
								Rad51c	7.758877269	7.750197416	7.733011337	3.679899515	7.485804587	5.687356874	3.462266196	3.34995091	2.650521197
								Rad51d	2.893510053	3.263831396	3.586104483	4.762987509	3.229032633	4.668603351	3.9619192	3.739847112	4.139093791
								Rad52	2.754631907	2.142972965	2.532566254	3.304335771	2.879607642	3.654294544	2.30622544	2.329456176	1.630710227
